year,street_number,street_number_normal,street,location,building_name,interior_number,occupant_name,occupant_type,category,notes,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,66,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,67,Periman Morris,clo clnr,SERVICE | Clothing Cleaning and Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,84,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,85,Clover Coffee Shoppes Inc (br),restr,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,103,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,104,James T N,painting C's,UNKNOWN OR OTHER,?,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,105,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,108,Apartment House Owners Assn,,CLUBS AND ORGANIZATIONS | Neighborhood and Homeowners,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,112,Original Battle Creek Health Food Store,,RETAIL | Health Foods and Supplements,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,127,Mutual Mortgage & Investment Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Mortgage/Investment",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,128,Keisogloff Peter,books,RETAIL | Books and Cards,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,131,Ace Rubber Stamp Co,,"RETAIL | Home, Office, or School Supplies",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,132,Moore W Harry,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,133,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,135,Ace Rubber Stamp Co,,"RETAIL | Home, Office, or School Supplies",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,137,Yeagle M C & Co,Sunday school sups,"RETAIL | Home, Office, or School Supplies",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,143,Emma Marie,dresses,RETAIL | Women's Clothing,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,145,Enterprise Finance Inc,,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,146,Annihale Frank B,beauty shop,SERVICE | Barber and Beauty,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,147,Faud Paul T,watch repr,SERVICE | Jewelry and Accessory Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,149,Walsh Truss & Appliance Co,,RETAIL | Medical Devices,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,151,Butterford Wilfred B,watch repr,SERVICE | Jewelry and Accessory Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,152,Sebastian Arth J,hats,RETAIL | Other Clothing and Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,153,Shoe Health Institute,shoes,RETAIL | Shoes,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,154,White Robt L Music Co,pianos,RETAIL | Music and Musical Instruments,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,155,Rosenberg Marvin E,chiropodist,PROFESSIONAL | Medical,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,156,Orfales Varnice A,linens,RETAIL | Housewares,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,157,Fishel Chas B,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,158,Beattie H W & Sons Inc (br),Jwlrs,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,159,Owen Florence A Mrs,gift shop,RETAIL | Gifts and Novelties,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,160,Gould Harry A,shoes,RETAIL | Shoes,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,162,Benjamin W A & Co,Jwlrs,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,109-10,Johnston & Johns,optometrists,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,134-36,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,139-41,Denis Studio,photogs,SERVICE | Photography and Photo Processing,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,142-44,Down Sav & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,148-50,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,161-63,Cuy Sav & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,27-29,London Leather Shoppe Co,,"BUILDING DETAIL | Storage, Office, or Other Secondary Space",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,32-34,Clover Coffee Shoppes Inc (br),,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,33-35,Douglas W L Shoe Co (br),,RETAIL | Shoes,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,43-45,Schirmer G Music Co,sheet music,RETAIL | Music and Musical Instruments,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,Entrance,Nicholas Frank Florist,,RETAIL | Florist,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Cleve Real Estate Board,,CLUBS AND ORGANIZATIONS | Professional,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,State Board of Real Est Examiners,,CLUBS AND ORGANIZATIONS | Professional,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,North Am Finance Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Weiss Albert,collections,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Sharp and Smith,Surgucal instruments,MANUFACTURER | Medical Supplies and Equipment,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Seilka Harvey,lawyer,PROFESSIONAL | Legal,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Stack Maurice J,chiropodist,PROFESSIONAL | Medical,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Myers Herbert C,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Sanitarium Food Co,,RETAIL | Health Foods and Supplements,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,,Euclid Printing Co,,SERVICE | Printing,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,406,406,Euclid Avenue,"406 Euclid Avenue, Cleveland, Ohio",Four Hundred Euclid Building,Room 200,Vacant,,VACANT,,41.499642,-81.690299,1,range_interpolation,406,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,410,410,Euclid Avenue,"410 Euclid Avenue, Cleveland, Ohio",,,Cole's Shoe Stores (br),,RETAIL | Shoes,,41.499647,-81.690271,1,range_interpolation,410,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,415,415,Euclid Avenue,"415 Euclid Avenue, Cleveland, Ohio",,,Jacobson- Arnoff Inc,Men's clo,RETAIL | Men's Clothing,,41.49999,-81.69005,1,range_interpolation,415,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,418,418,Euclid Avenue,"418 Euclid Avenue, Cleveland, Ohio",,,Three Sisters Inc,Women's furngs,RETAIL | Women's Clothing,,41.499657,-81.690216,1,range_interpolation,418,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,423,423,Euclid Avenue,"423 Euclid Avenue, Cleveland, Ohio",Nottingham Building,Room 201,Checel Jewelry Co,,RETAIL | Jewelry,,41.499996,-81.690013,1,range_interpolation,423,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,425,425,Euclid Avenue,"425 Euclid Avenue, Cleveland, Ohio",,,Vacant,,VACANT,,41.499998,-81.690003,1,range_interpolation,425,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,427,427,Euclid Avenue,"427 Euclid Avenue, Cleveland, Ohio",,,Yale Clothes Inc,Men's clo,RETAIL | Men's Clothing,,41.499999,-81.689994,1,range_interpolation,427,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,429,429,Euclid Avenue,"429 Euclid Avenue, Cleveland, Ohio",,,Leroy's Jewelry Co,,RETAIL | Jewelry,,41.500001,-81.689985,1,range_interpolation,429,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,508,508,Euclid Avenue,"508 Euclid Avenue, Cleveland, Ohio",,,McAn Thom (br),Shoes,RETAIL | Shoes,,41.499764,-81.689592,1,range_interpolation,508,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,2,McAn Thom,shoes side entrance,BUILDING DETAIL | Additional Entrance,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,10,Burhie Chas W,men's furngs,RETAIL | Men's Clothing,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,11,Weikel Irene,beauty shop,SERVICE | Barber and Beauty,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,12,Albrecht's Flowers Inc,,RETAIL | Florist,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,20,Pappas Pauline,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,22,vacant,,VACANT,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,24,McCrory Stores Corp (side entrance),,BUILDING DETAIL | Additional Entrance,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,28,Arcade Watch Co,,RETAIL | Jewelry,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,30,Euclid Arcade Annex,,BUILDING DETAIL | Lobby Address,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,3-Jan,Wallace Siegal Co,women's clo,RETAIL | Women's Clothing,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,9-May,Kraus Clara L Mrs,novelties,RETAIL | Gifts and Novelties,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,13 - 15,Excelsior Stamp Works Co,,"RETAIL | Home, Office, or School Supplies",,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,14 - 16,Giunta Chas A,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,17 - 19,vacant,,VACANT,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,21 - 23,Alliance Jewlry Co,,RETAIL | Jewelry,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,25 - 31,Good Housekeeping Shop,elec appliances,RETAIL | Appliances,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Lobby,Wheatman Bernard,News dir,RETAIL | Newsstands,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,,Beck Jos P,photng,SERVICE | Photography and Photo Processing,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,512,512,Euclid Avenue,"512 Euclid Avenue, Cleveland, Ohio",,,Betty Maid Shop,Women's clo,RETAIL | Women's Clothing,,41.499769,-81.689565,1,range_interpolation,512,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,515,515,Euclid Avenue,"515 Euclid Avenue, Cleveland, Ohio",,,Roberts Jwlrs,,RETAIL | Jewelry,,41.500065,-81.689585,1,rooftop,515,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,519,519,Euclid Avenue,"519 Euclid Avenue, Cleveland, Ohio",,,Randall Jeff,Cigars,RETAIL | Tobacconist,,41.500072,-81.689569,1,range_interpolation,519,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,523,523,Euclid Avenue,"523 Euclid Avenue, Cleveland, Ohio",,,Muller Maud Candy Co (br),,RETAIL | Confectioner,,41.500076,-81.689256,1,range_interpolation,523,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
