year,street_number,street_number_normal,street,location,building_name,interior_number,occupant_name,occupant_type,category,notes,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1937,2241-63,2241,Euclid Avenue,"2241 Euclid Avenue, Cleveland, Ohio",,,Haddad Carl N,auto parking,PARKING,,41.501865,-81.67505,1,range_interpolation,2241,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,235-39,235,Euclid Avenue,"235 Euclid Avenue, Cleveland, Ohio",,,K B Co,clo,RETAIL | Other Clothing and Accessories,,41.499721,-81.692005,1,range_interpolation,235,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,2430-34,2430,Euclid Avenue,"2430 Euclid Avenue, Cleveland, Ohio",,,Kendall Auto & Home Radio Service,,SERVICE | Car and Radio Repair,,41.501774,-81.673388,1,range_interpolation,2430,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,299-301,299,Euclid Avenue,"299 Euclid Avenue, Cleveland, Ohio",,,Weinberger Drug Co,,RETAIL | Pharmacy and Drug,,41.499789,-81.691653,1,range_interpolation,299,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,315-19,315,Euclid Avenue,"315 Euclid Avenue, Cleveland, Ohio",,,Mils Clev Restr Co,,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,"Actual name: ""Mills Restaurant""",41.499805,-81.691565,1,range_interpolation,315,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,325-35,325,Euclid Avenue,"325 Euclid Avenue, Cleveland, Ohio",,,Davis W B Co men's clothing,,RETAIL | Men's Clothing,,41.499816,-81.69151,1,range_interpolation,325,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,402-404,402,Euclid Avenue,"402 Euclid Avenue, Cleveland, Ohio",,,Kresge S S Co,dept store,RETAIL | Discount Variety,,41.499609,-81.690095,1,rooftop,402,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,411-413,411,Euclid Avenue,"411 Euclid Avenue, Cleveland, Ohio",,basement,Standard Drug Co. (br),,"BUILDING DETAIL | Storage, Office, or Other Secondary Space",,41.499986,-81.690068,1,range_interpolation,411,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,411-413,411,Euclid Avenue,"411 Euclid Avenue, Cleveland, Ohio",,,Standard Drug Co. (br),,RETAIL | Pharmacy and Drug,,41.499986,-81.690068,1,range_interpolation,411,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,419-21,419,Euclid Avenue,"419 Euclid Avenue, Cleveland, Ohio",,,Bond Stores Inc,men's clo,RETAIL | Men's Clothing,,41.499993,-81.690031,1,range_interpolation,419,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,427-29,427,Euclid Avenue,"427 Euclid Avenue, Cleveland, Ohio",,,Yale Clothes Inc,men's clo,RETAIL | Men's Clothing,,41.499999,-81.689994,1,range_interpolation,427,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,500-504,500,Euclid Avenue,"500 Euclid Avenue, Cleveland, Ohio",,,McCrory J G Co,dept store,RETAIL | Discount Variety,,41.499754,-81.689648,1,range_interpolation,500,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,507-511,507,Euclid Avenue,"507 Euclid Avenue, Cleveland, Ohio",,,Clark Restr Co (br),,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,Note: 507-509 Prospect Ave SE listed as Euclid Arcade with instuction to see 510 Euclid for occupants),41.500063,-81.689625,1,range_interpolation,507,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,514-16,514,Euclid Avenue,"514 Euclid Avenue, Cleveland, Ohio",,,Arcadian Recreation Co,billiards,ENTERTAINMENT | Billiards and Bowling,,41.499771,-81.689551,1,range_interpolation,514,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,514-16,514,Euclid Avenue,"514 Euclid Avenue, Cleveland, Ohio",,,Arcadian Grill Inc,,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499771,-81.689551,1,range_interpolation,514,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,514-16,514,Euclid Avenue,"514 Euclid Avenue, Cleveland, Ohio",,,Gilbert Chas V,cigars,RETAIL | Tobacconist,,41.499771,-81.689551,1,range_interpolation,514,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,518-28,518,Euclid Avenue,"518 Euclid Avenue, Cleveland, Ohio",,,Retail Dept Stores of Am,,RETAIL | Department Store,,41.499776,-81.689523,1,range_interpolation,518,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,518-28,518,Euclid Avenue,"518 Euclid Avenue, Cleveland, Ohio",,,Schulte-United,dept store,RETAIL | Discount Variety,,41.499776,-81.689523,1,range_interpolation,518,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,606-710,606,Euclid Avenue,"606 Euclid Avenue, Cleveland, Ohio",,,Taylor Wm & Son Co,dept store,RETAIL | Department Store,,41.499894,-81.68857,1,range_interpolation,606,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,633-37,633,Euclid Avenue,"633 Euclid Avenue, Cleveland, Ohio",,,Burrows Bros Co,office supplies,"RETAIL | Home, Office, or School Supplies",,41.50018,-81.688564,1,rooftop,633,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,711-15,711,Euclid Avenue,"711 Euclid Avenue, Cleveland, Ohio",,,Warner Truly Stores Corp,hats,RETAIL | Other Clothing and Accessories,,41.500239,-81.68834,1,range_interpolation,711,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,820-48,820,Euclid Avenue,"820 Euclid Avenue, Cleveland, Ohio",,,Ansley Jas S,chiropodist,PROFESSIONAL | Medical,,41.500037,-81.68732,1,range_interpolation,820,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,820-48,820,Euclid Avenue,"820 Euclid Avenue, Cleveland, Ohio",,,Stone Shoe Co Ansley Jas S ,chiropodist,PROFESSIONAL | Medical,,41.500037,-81.68732,1,range_interpolation,820,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,820-48,820,Euclid Avenue,"820 Euclid Avenue, Cleveland, Ohio",,,Stone Shoe Co,,RETAIL | Shoes,,41.500037,-81.68732,1,range_interpolation,820,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,864-70,864,Euclid Avenue,"864 Euclid Avenue, Cleveland, Ohio",,,Standard Drug Co (br),,RETAIL | Pharmacy and Drug,,41.500095,-81.687085,1,range_interpolation,864,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,15,Belkin Sophie ,minr,RETAIL | Other Clothing and Accessories,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,24,Burrows Bros Co (br),office supplies,"RETAIL | Home, Office, or School Supplies",,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,27,Welf Jos A & Son,optometrists,PROFESSIONAL | Optometry and Ophthalmology,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,28,U S Postal Sub Sta No 2,,SERVICE | Parcel and Postal,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,29,Jollay Jas T ,soft drinks,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,25-26,Hayes Steve  C,jwlr,RETAIL | Jewelry,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,Arcade,Union Trust Co,safe deposit dept,"FINANCE, INSURANCE, AND REAL ESTATE | Bank",,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,Arcade,Bercleve Corp,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,Arcade,Patch Harry D,cigars,RETAIL | Tobacconist,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,lobby,Jollay Jas J ,confr,RETAIL | Confectioner,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,lobby,Patch Harry D ,cigars,RETAIL | Tobacconist,,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,,Union Properties Inc,,"FINANCE, INSURANCE, AND REAL ESTATE | Mortgage/Investment",,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,925-27,925,Euclid Avenue,"925 Euclid Avenue, Cleveland, Ohio",Union Trust Bldg,,Union Trust Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Mortgage/Investment",,41.500387,-81.687151,1,range_interpolation,925,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1942,133,133,Euclid Avenue,"133 Euclid Avenue, Cleveland, Ohio",,,Linder Co'y ,women's apparel,RETAIL | Women's Clothing,,41.499242,-81.692358,0.9,range_interpolation,133,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,209,209,Euclid Avenue,"209 Euclid Avenue, Cleveland, Ohio",,,Mendolson's S N Sons Co,Men's clo,RETAIL | Men's Clothing,,41.499694,-81.692147,1,range_interpolation,209,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,215,215,Euclid Avenue,"215 Euclid Avenue, Cleveland, Ohio",Williamson Building,Lobby,Patch Harry D Cigars,,RETAIL | Tobacconist,,41.4997,-81.692114,1,range_interpolation,215,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,215,215,Euclid Avenue,"215 Euclid Avenue, Cleveland, Ohio",,,Second Federal Savings & Loan Assn of Clev,Mtge loan dept,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.4997,-81.692114,1,range_interpolation,215,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,216,216,Euclid Avenue,"216 Euclid Avenue, Cleveland, Ohio",,,Kresge S S Co,Dept store,RETAIL | Discount Variety,,41.499487,-81.691632,1,range_interpolation,216,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,221,221,Euclid Avenue,"221 Euclid Avenue, Cleveland, Ohio",,,Second Federal Sav & Loan of Clev,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499706,-81.692081,1,range_interpolation,221,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,225,225,Euclid Avenue,"225 Euclid Avenue, Cleveland, Ohio",,,McAn Thom Shoes (br),,RETAIL | Shoes,,41.499711,-81.69206,1,range_interpolation,225,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,230,230,Euclid Avenue,"230 Euclid Avenue, Cleveland, Ohio",,,Cotton Shop,Dresses,RETAIL | Women's Clothing,,41.499493,-81.691599,1,range_interpolation,230,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,234,234,Euclid Avenue,"234 Euclid Avenue, Cleveland, Ohio",,,Lewis Jwlry Co,,RETAIL | Jewelry,,41.499495,-81.69159,1,range_interpolation,234,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,236,236,Euclid Avenue,"236 Euclid Avenue, Cleveland, Ohio",,,Parkfield Hosiery Shops,,RETAIL | Other Clothing and Accessories,,41.499496,-81.691585,1,range_interpolation,236,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,240,240,Euclid Avenue,"240 Euclid Avenue, Cleveland, Ohio",,,Grant W T Co,Dept store,RETAIL | Discount Variety,,41.499498,-81.691576,1,range_interpolation,240,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,241,241,Euclid Avenue,"241 Euclid Avenue, Cleveland, Ohio",Two Hundred and Forty One Euclid Av Bldg,,Clark Restr Co (br),,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499727,-81.691972,1,range_interpolation,241,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,247,247,Euclid Avenue,"247 Euclid Avenue, Cleveland, Ohio",,,Ohio Loan and Discount Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499734,-81.691939,1,range_interpolation,247,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,249,249,Euclid Avenue,"249 Euclid Avenue, Cleveland, Ohio",,,Clev Telenews Theatre Co Inc,,ENTERTAINMENT | Theater,,41.499736,-81.691928,1,range_interpolation,249,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,297,297,Euclid Avenue,"297 Euclid Avenue, Cleveland, Ohio",,,Flagg Bros (br),Shoes,RETAIL | Shoes,,41.499786,-81.691664,1,range_interpolation,297,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,303,303,Euclid Avenue,"303 Euclid Avenue, Cleveland, Ohio",,,Mall Theatre Motion Pictures,,ENTERTAINMENT | Theater,,41.499793,-81.691631,1,range_interpolation,303,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,308,308,Euclid Avenue,"308 Euclid Avenue, Cleveland, Ohio",Three Hundred and Eight Euclid Ave Bldg,,Central Natl Bank,,"FINANCE, INSURANCE, AND REAL ESTATE | Bank",,41.49945,-81.690913,1,rooftop,308,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,312,312,Euclid Avenue,"312 Euclid Avenue, Cleveland, Ohio",,,Red Robin Shops,Women's furngs,RETAIL | Women's Clothing,,41.499532,-81.691157,1,range_interpolation,312,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,318,318,Euclid Avenue,"318 Euclid Avenue, Cleveland, Ohio",,,Allen Shoe Store,,RETAIL | Shoes,,41.499539,-81.691115,1,range_interpolation,318,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,322,322,Euclid Avenue,"322 Euclid Avenue, Cleveland, Ohio",,,Lerner's Shops of Ohio Inc,Women's furngs,RETAIL | Women's Clothing,,41.49954,-81.690604,1,rooftop,322,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,328,328,Euclid Avenue,"328 Euclid Avenue, Cleveland, Ohio",,,Fox I J Inc,Furs,RETAIL | Other Clothing and Accessories,,41.499551,-81.691044,1,range_interpolation,328,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,330,330,Euclid Avenue,"330 Euclid Avenue, Cleveland, Ohio",,,Woolworth F W Co (br),Dept store,RETAIL | Discount Variety,,41.499554,-81.69103,1,range_interpolation,330,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,333,333,Euclid Avenue,"333 Euclid Avenue, Cleveland, Ohio",,,Ettinger Glenn D jr,Beauty shop,SERVICE | Barber and Beauty,,41.499825,-81.69121,1,range_interpolation,333,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,335,335,Euclid Avenue,"335 Euclid Avenue, Cleveland, Ohio",Davis Bldg,,Sidney-Hill Women's Club,,"CLUBS AND ORGANIZATIONS | Civic, Social, and Political",,41.499859,-81.691025,1,range_interpolation,335,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,341,341,Euclid Avenue,"341 Euclid Avenue, Cleveland, Ohio",,,Gollmar Frd C Cigar Co,,RETAIL | Tobacconist,,41.499895,-81.690814,1,range_interpolation,341,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,345,345,Euclid Avenue,"345 Euclid Avenue, Cleveland, Ohio",,,Nunn-Bush Shoe Co (br),,RETAIL | Shoes,,41.499931,-81.690603,1,range_interpolation,345,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,347,347,Euclid Avenue,"347 Euclid Avenue, Cleveland, Ohio",,,Kaase Rchrd W Co (br),Bakers,FOOD SERVICES AND DRINKING PLACES | Bakery,,41.499936,-81.690364,1,range_interpolation,347,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,22,Herman Jacob I,watch repair,SERVICE | Jewelry and Accessory Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,23,Johnson Harry E,cosfr,UNKNOWN OR OTHER,?,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,24,Gollman Fred G Cigar Co (br),,RETAIL | Tobacconist,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,25,Lee Heights Dry Cleaners & Dyers Inc (br),,SERVICE | Clothing Cleaning and Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,26,Shaw's Jewlry Store,,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,28,Nestle's Milk Products Inc,premiums,RETAIL | Grocery,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,30,Roeman Adolph J,printer,SERVICE | Printing,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,31,London Leather Shoppe Co,,RETAIL | Other Clothing and Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,36,Lippert Adeline Mrs,greeting cards,RETAIL | Books and Cards,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,37,Voteirr H J & Son,musical instruments,RETAIL | Music and Musical Instruments,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,38,Hessler H H Himself,truss mfr,RETAIL | Medical Devices,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,39,Hubbard John R,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,40,Loeber Hair Goods Co (br),beauty shop,RETAIL | Health and Beauty Aids,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,41,Beattle Geo,jwlr,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,42,Loeber's Inc (br),corsets,RETAIL | Women's Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,44,Holiday Jas F,shoe repair,SERVICE | Shoe Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,46,Arcade Gift Shop,,RETAIL | Gifts and Novelties,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,47,Sands Chas I,jwrls,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,48,Siegel Flora Mrs,mlnr,RETAIL | Other Clothing and Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,49,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,50,Larimore Maurice F,fountain pens,"RETAIL | Home, Office, or School Supplies",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,51,Vitality Healthe Food Shop,,RETAIL | Health Foods and Supplements,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,53,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,54,Clover Coffee Shoppes Inc (br),restr,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,58,Huran John,barber,SERVICE | Barber and Beauty,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,60,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1942,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,62,Clover Coffee Shoppes Inc,office,"BUILDING DETAIL | Storage, Office, or Other Secondary Space",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
